datetime,main_aqi,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation,city
2023-11-18 03:00:00,5,4859.92,73.31,98.71,0.66,21.46,268.67,313.37,57.25,11.3,86.0,9.0,0.0,956.2,3.2,333.0,0,Islamabad
2021-10-01 04:00:00,5,1228.33,0.58,16.11,125.89,7.99,81.48,86.49,6.08,27.5,65.0,20.4,0.1,970.8,6.2,36.0,383,Peshawar
2024-03-13 18:00:00,4,2243.04,13.63,66.49,4.29,8.94,67.84,80.17,16.72,16.2,73.0,11.4,0.1,951.3,9.0,106.0,57,Islamabad
2023-08-06 08:00:00,5,787.73,0.81,10.02,234.6,23.84,91.15,141.19,6.59,29.0,82.0,25.6,0.0,975.2,6.8,162.0,261,Lahore
2024-03-30 08:00:00,3,410.56,0.46,4.07,118.73,6.02,23.4,32.67,7.16,20.5,74.0,15.7,0.0,987.1,24.5,88.0,123,Lahore
2023-07-02 20:00:00,5,2750.4,26.38,74.71,0.01,7.99,77.7,96.63,19.0,34.5,50.0,22.5,0.0,974.1,2.2,171.0,0,Lahore
2022-01-26 19:00:00,5,7690.43,101.92,141.2,0.0,20.5,383.09,436.2,53.7,10.5,47.0,-0.3,0.0,954.5,8.7,322.0,0,Islamabad
2023-04-28 17:00:00,5,4539.49,70.63,117.9,0.0,23.13,135.63,187.38,125.65,24.7,59.0,16.1,0.0,970.9,5.6,255.0,0,Peshawar
2022-03-15 13:00:00,4,236.99,0.17,2.1,88.69,0.7,23.71,51.93,0.76,27.0145,10.102842,-7.0855,0.0,841.5329,5.991594,327.26477,193,Quetta
2022-12-21 02:00:00,5,1842.5,0.0,42.16,57.22,25.27,161.02,207.62,26.6,17.0,57.0,8.4,0.0,1012.6,1.0,6.0,0,Karachi
2024-03-29 04:00:00,3,1428.6,13.08,37.36,41.13,9.54,39.88,55.02,15.58,19.0,80.0,15.5,0.0,974.7,10.5,63.0,304,Peshawar
2022-08-27 02:00:00,4,230.31,0.0,1.59,42.2,1.34,16.02,58.14,0.22,26.8,76.0,22.2,0.0,1003.5,5.94,257.0,0,Karachi
2022-10-18 06:00:00,5,4432.68,14.31,93.22,143.05,13.35,313.77,372.27,20.52,28.7,21.0,4.2,0.0,972.9,8.0,63.0,659,Peshawar
2023-03-08 20:00:00,5,7049.56,123.38,154.91,0.0,27.89,259.38,343.97,184.42,19.3,53.0,9.4,0.0,955.0,3.5,336.0,0,Islamabad
2023-03-27 21:00:00,3,814.44,0.0,32.56,47.21,6.97,42.37,85.29,43.57,11.2145,50.350227,1.2645,0.0,833.78894,4.829907,153.43501,0,Quetta
2022-04-14 22:00:00,5,1815.8,9.5,32.9,0.12,7.87,118.8,183.05,47.12,26.0,37.0,10.0,0.0,977.6,13.7,63.0,0,Lahore
2022-05-25 00:00:00,5,2323.15,11.18,82.25,0.08,16.45,63.49,81.97,68.9,26.0,36.0,9.7,0.0,948.6,10.7,123.0,0,Islamabad
2022-03-19 12:00:00,5,206.95,0.18,0.96,98.71,0.84,27.56,105.36,0.82,23.4145,10.428016,-9.4355,0.0,837.1149,12.387348,305.53775,444,Quetta
2023-04-24 18:00:00,5,9292.6,132.32,260.47,0.0,46.25,287.02,349.43,168.2,30.4,28.0,9.8,0.0,950.5,3.5,246.0,184,Islamabad
2022-08-04 02:00:00,5,814.44,0.28,15.25,47.21,6.2,53.13,57.5,6.33,27.2,93.0,26.0,0.0,976.9,3.9,146.0,0,Lahore
2023-04-13 01:00:00,5,1789.09,0.16,50.72,16.27,7.99,77.69,134.68,108.42,20.0,68.0,13.9,0.0,971.4,5.2,236.0,1,Peshawar
2024-04-14 19:00:00,5,7797.24,182.39,82.94,0.0,37.67,286.9,340.14,52.69,25.6,69.0,19.5,0.0,1012.0,2.01,117.0,12,Karachi
2023-02-01 20:00:00,5,2162.93,0.0,66.49,45.78,6.14,146.36,172.47,30.15,11.4,66.0,5.2,0.0,956.8,5.0,300.0,0,Islamabad
2024-06-07 11:00:00,3,175.24,0.16,0.87,111.58,0.6,16.95,76.23,0.22,29.8645,12.944828,-1.5855,0.0,838.1314,19.386591,285.06854,734,Quetta
2024-04-06 06:00:00,3,841.14,6.09,17.99,113.01,6.14,47.05,67.05,9.75,19.1645,18.010876,-5.7355,0.0,841.7643,9.826088,331.55716,843,Quetta
2023-07-17 18:00:00,4,5821.23,119.81,104.19,0.0,7.45,72.39,82.92,22.8,34.6,51.0,23.0,0.0,940.8,7.9,164.0,220,Islamabad
2022-03-11 17:00:00,5,5287.17,54.99,143.95,0.0,26.7,212.94,284.56,168.2,22.8,26.0,2.3,0.0,973.1,6.8,273.0,0,Peshawar
2024-01-28 14:00:00,3,2029.42,3.58,68.55,6.97,5.3,44.15,59.08,10.01,12.5,84.0,9.9,0.0,977.2,4.8,207.0,0,Peshawar
2024-02-16 10:00:00,4,387.19,0.89,4.28,140.19,3.55,33.46,56.44,2.6,19.6145,15.674122,-7.1855,0.0,843.8263,7.7879906,326.3099,698,Quetta
2022-09-13 06:00:00,5,1482.01,4.08,37.36,153.06,19.79,59.58,70.87,15.2,24.5,68.0,18.2,0.0,946.0,7.0,55.0,0,Islamabad
2022-08-17 22:00:00,5,2883.91,37.55,47.3,0.0,5.13,52.06,63.0,12.41,26.3,69.0,20.1,0.0,944.6,2.9,353.0,0,Islamabad
2022-04-20 13:00:00,2,1068.12,1.47,50.04,55.07,5.13,19.89,33.84,15.2,25.7,39.0,10.7,0.0,965.1,22.8,339.0,105,Peshawar
2021-09-26 06:00:00,5,1148.22,11.06,32.56,95.84,6.5,63.61,117.86,11.15,28.3645,12.872915,-2.8355,0.0,841.21515,11.090103,346.86597,777,Quetta
2023-07-07 02:00:00,5,1295.09,0.06,29.13,34.69,12.64,83.56,90.36,5.51,25.9,90.0,24.2,0.0,976.7,9.8,98.0,0,Lahore
2023-10-09 20:00:00,3,423.91,0.0,12.17,69.38,2.65,20.33,58.28,4.69,16.7145,20.615168,-5.9855,0.0,839.78467,1.609969,116.56499,0,Quetta
2022-08-01 02:00:00,4,754.36,6.76,23.65,0.13,20.74,26.3,30.43,7.03,24.7,97.0,24.2,0.0,974.4,7.7,152.0,0,Lahore
2023-12-04 05:00:00,5,1695.63,18.33,34.27,37.91,8.11,97.65,150.66,15.96,9.8145,47.825527,-0.7355,0.0,843.45447,1.9386592,291.80148,388,Quetta
2021-12-22 20:00:00,5,8438.11,90.3,106.93,0.0,22.41,917.37,1029.6,33.94,14.2,70.0,8.8,0.0,988.3,3.7,281.0,0,Lahore
2023-01-01 16:00:00,5,13565.06,311.14,216.6,0.0,54.84,506.37,586.64,139.83,16.5,37.0,1.7,0.0,957.0,6.8,273.0,253,Islamabad
2022-09-21 15:00:00,5,4592.9,34.42,152.17,0.01,13.35,136.06,168.66,28.37,33.5,38.0,17.2,0.0,946.3,7.8,236.0,642,Islamabad
2023-08-11 07:00:00,5,614.17,0.38,3.98,183.11,4.17,62.98,111.19,6.97,32.5,61.0,24.0,0.0,964.8,8.8,71.0,667,Peshawar
2023-01-12 15:00:00,5,4272.46,58.11,59.63,0.0,18.6,323.01,386.55,23.31,18.1,61.0,10.4,0.0,985.1,8.8,99.0,372,Lahore
2022-08-22 18:00:00,5,3070.83,66.16,42.84,0.0,11.8,160.72,204.43,36.98,32.4,60.0,23.7,0.0,973.8,4.7,360.0,113,Lahore
2022-11-16 23:00:00,5,2750.4,2.1,77.46,3.0,11.56,123.34,162.63,52.18,11.4,72.0,6.6,0.0,975.8,4.0,243.0,0,Peshawar
2023-01-02 01:00:00,5,6462.1,82.25,124.75,0.0,48.64,362.05,409.38,82.08,5.9,81.0,2.9,0.0,959.4,4.0,5.0,0,Islamabad
2024-06-03 00:00:00,2,327.11,0.0,11.31,95.84,3.99,12.31,49.59,10.26,19.9645,33.615208,3.4645,0.0,834.9838,7.24486,153.43501,0,Quetta
2022-04-20 04:00:00,2,761.03,0.19,19.19,101.57,4.29,9.94,15.21,8.61,28.3,34.0,11.0,0.0,969.7,1.3,34.0,368,Peshawar
2023-04-18 19:00:00,2,367.16,0.0,8.48,67.23,2.62,6.76,13.17,2.6,32.4,35.0,15.0,0.0,1010.3,4.12,293.0,44,Karachi
2022-05-27 03:00:00,5,1482.01,5.03,47.3,90.12,11.92,65.06,77.95,17.73,28.9,33.0,11.0,0.0,941.8,9.8,66.0,0,Islamabad
2024-05-03 19:00:00,4,1134.87,0.0,27.08,43.99,9.78,69.08,96.91,31.92,27.9,38.0,12.4,0.0,980.5,8.2,23.0,9,Lahore
2022-03-11 06:00:00,5,7370.0,80.47,180.96,63.66,19.79,255.86,325.62,90.18,24.4,27.0,4.2,0.0,976.0,4.3,85.0,699,Peshawar
2021-10-01 06:00:00,5,1188.28,1.44,17.82,181.68,33.85,154.55,166.54,9.63,25.6,92.0,24.1,0.0,984.2,7.9,93.0,0,Lahore
2023-12-02 22:00:00,4,854.49,0.0,30.16,45.42,8.23,58.31,104.01,18.24,6.7145,53.05899,-2.1855,0.0,838.38416,5.8603754,169.3804,0,Quetta
2022-01-07 02:00:00,4,1201.63,0.0,39.07,67.95,30.99,48.66,56.54,12.67,19.7,68.0,13.6,0.1,1011.2,0.81,277.0,0,Karachi
2022-08-31 20:00:00,5,600.81,0.0,27.42,54.36,3.52,33.76,105.35,8.11,19.2145,45.381676,7.1145,0.0,836.161,5.634891,153.43501,0,Quetta
2024-02-01 14:00:00,2,580.79,0.0,20.91,65.09,3.4,20.14,49.38,6.9,7.4145,22.666004,-12.5855,0.0,837.31006,4.896529,287.1028,0,Quetta
2023-07-27 17:00:00,4,2109.53,15.87,65.12,0.07,3.76,55.1,65.73,12.79,27.5,85.0,24.8,1.5,962.6,6.1,298.0,0,Peshawar
2023-02-03 16:00:00,3,1949.31,0.0,43.87,55.79,4.83,36.98,53.17,17.99,14.8,51.0,4.8,0.0,976.9,5.5,259.0,0,Peshawar
2022-04-20 19:00:00,5,2616.88,26.6,77.46,0.07,9.18,61.05,87.18,35.46,29.5,24.0,6.8,0.0,946.4,7.8,304.0,21,Islamabad
2023-10-15 05:00:00,4,841.14,3.97,18.51,83.68,7.15,57.27,81.25,12.79,19.0,87.0,16.7,0.0,985.5,8.3,360.0,0,Lahore
2023-09-18 05:00:00,5,2002.72,6.93,47.3,118.73,31.95,112.85,122.62,9.25,24.6,88.0,22.5,0.0,946.1,3.1,291.0,0,Islamabad
2022-03-26 17:00:00,5,594.14,0.0,20.05,50.78,3.93,64.75,143.68,6.4,35.7,14.0,4.1,0.0,1007.8,6.61,267.0,441,Karachi
2023-11-20 01:00:00,5,2616.88,3.97,35.99,2.21,6.26,264.95,312.8,11.27,16.0,71.0,10.7,0.0,991.1,11.2,354.0,0,Lahore
2022-02-23 16:00:00,5,1869.2,0.0,41.81,58.65,16.45,196.27,229.27,14.06,20.7,50.0,9.9,0.0,987.9,9.3,234.0,386,Lahore
2023-04-02 09:00:00,3,574.11,0.3,4.63,133.04,4.71,15.55,17.63,5.76,23.7,47.0,11.8,0.0,970.0,3.7,151.0,725,Peshawar
2024-02-07 21:00:00,4,727.65,0.0,12.85,123.02,15.02,62.49,88.09,10.51,21.5,55.0,12.1,0.0,1021.1,3.02,56.0,0,Karachi
2023-04-12 22:00:00,5,1842.5,0.01,43.87,26.82,9.06,127.42,168.1,35.97,23.5,43.0,10.2,0.0,985.4,8.3,270.0,0,Lahore
2021-09-05 12:00:00,5,934.6,0.52,18.34,197.41,35.29,82.03,91.19,11.78,33.8,41.0,18.7,0.0,945.5,8.0,190.0,843,Islamabad
2023-07-18 12:00:00,4,907.9,0.76,11.82,153.06,13.83,33.17,34.68,4.81,33.8,62.0,25.5,0.1,943.1,7.6,180.0,814,Islamabad
2022-06-18 23:00:00,5,233.65,0.0,1.52,80.82,1.21,52.98,218.87,1.99,19.6645,84.69125,17.0145,0.0,832.58966,10.24578,161.56496,0,Quetta
2022-02-15 05:00:00,5,7690.43,184.18,81.57,7.51,14.78,291.51,374.87,67.89,17.2,34.0,1.2,0.0,976.0,4.5,14.0,418,Peshawar
2022-09-02 08:00:00,4,220.3,0.32,1.61,150.2,1.64,25.96,87.04,1.54,27.8145,24.19782,5.5145,0.0,841.6043,10.144082,332.52567,955,Quetta
2023-01-21 10:00:00,3,300.41,1.1,2.96,105.86,1.62,14.68,34.08,1.71,2.5645,58.169056,-4.8355,0.0,837.3395,8.049845,333.43503,560,Quetta
2023-04-15 01:00:00,5,1708.98,2.18,52.78,4.16,10.25,85.49,117.35,79.04,23.5,51.0,12.8,0.0,949.2,4.9,36.0,0,Islamabad
2022-04-14 13:00:00,3,834.47,0.48,26.39,113.01,4.65,20.11,29.74,12.79,29.8,25.0,7.7,0.0,963.4,15.6,241.0,181,Peshawar
2024-02-16 22:00:00,5,6088.26,6.48,180.96,0.45,30.04,506.32,573.85,135.78,11.3,72.0,6.5,0.0,976.5,5.2,236.0,0,Peshawar
2023-10-11 16:00:00,3,323.77,0.0,8.14,92.98,2.77,20.49,70.46,2.69,23.8145,13.808715,-5.4855,0.0,843.6318,2.52,180.0,0,Quetta
2023-03-05 19:00:00,5,3284.45,29.5,102.82,0.0,17.4,126.0,185.84,168.2,18.2,46.0,6.4,0.0,977.1,6.5,251.0,0,Peshawar
2022-06-24 17:00:00,5,3952.03,35.32,131.61,0.0,13.23,81.23,117.49,24.57,35.9,33.0,17.0,0.0,974.1,4.1,285.0,348,Lahore
2023-12-14 08:00:00,5,2403.26,5.48,44.55,128.75,16.21,157.72,193.59,12.41,17.4,43.0,4.7,0.0,978.3,4.0,80.0,510,Peshawar
2023-04-23 07:00:00,4,433.92,0.58,4.33,167.37,10.37,20.4,26.26,7.92,19.2,63.0,12.0,0.0,982.1,9.8,354.0,123,Lahore
2023-02-10 09:00:00,4,607.49,1.45,9.17,138.76,16.45,70.59,86.52,9.25,11.9,85.0,9.4,0.0,951.0,4.1,142.0,175,Islamabad
2024-01-29 01:00:00,5,2109.53,0.94,53.47,6.62,10.97,91.21,113.41,31.41,10.7,80.0,7.4,0.0,978.7,3.6,233.0,0,Peshawar
2022-01-13 22:00:00,5,2670.29,2.99,68.55,6.79,30.99,199.07,231.11,16.21,19.2,50.0,8.5,0.0,1016.3,1.77,313.0,0,Karachi
2023-06-25 06:00:00,5,680.92,0.45,4.88,183.11,10.01,84.0,98.93,13.93,31.7,75.0,26.8,0.0,973.6,20.2,71.0,30,Lahore
2024-03-01 05:00:00,5,1535.42,1.17,38.39,25.03,8.58,106.75,129.21,21.53,14.3,78.0,10.5,0.0,987.8,11.5,4.0,0,Lahore
2021-10-04 16:00:00,5,3311.16,22.58,73.34,0.02,15.5,201.59,245.81,19.25,31.1,61.0,22.6,0.0,978.3,6.9,133.0,252,Lahore
2022-02-12 01:00:00,4,587.46,0.0,12.34,52.93,4.47,25.93,31.37,7.54,8.2645,21.392002,-12.5855,0.0,836.48285,2.968636,165.96373,0,Quetta
2024-03-26 23:00:00,2,594.14,0.0,9.85,83.68,2.38,9.98,16.24,23.81,18.9,77.0,14.8,0.0,976.3,1.6,153.0,0,Peshawar
2021-08-25 19:00:00,5,205.28,0.01,1.97,31.83,1.09,22.99,104.25,0.11,27.6,77.0,23.2,0.0,1000.1,8.82,241.0,38,Karachi
2022-11-14 03:00:00,2,253.68,0.02,3.56,90.84,1.0,8.62,20.3,0.59,7.0645,90.182045,5.5645,0.0,839.8187,7.628263,289.29013,34,Quetta
2023-06-02 04:00:00,3,1041.41,3.97,23.99,128.75,8.46,19.7,27.96,12.03,23.1,62.0,15.5,0.0,968.6,5.1,86.0,588,Peshawar
2021-12-24 06:00:00,5,8865.36,157.36,164.51,18.06,43.39,317.41,392.96,119.57,17.1,35.0,1.5,0.0,976.2,1.8,53.0,431,Peshawar
2023-11-04 09:00:00,4,774.38,1.82,14.91,160.22,16.69,51.38,60.38,8.23,19.1,67.0,12.8,0.0,955.8,1.3,304.0,333,Islamabad
2021-09-20 08:00:00,5,921.25,0.6,10.88,178.81,21.46,115.43,121.36,9.12,28.7,81.0,25.1,0.0,982.3,6.0,33.0,210,Lahore
2023-05-11 17:00:00,3,1201.63,0.0,69.92,27.89,7.39,41.21,87.85,21.03,24.3145,11.147821,-7.8855,0.0,840.07007,6.725354,164.47583,0,Quetta
2022-11-07 20:00:00,4,847.82,0.0,26.73,43.63,2.32,40.66,60.92,5.76,8.9645,97.00502,8.5145,0.0,837.78723,8.473393,167.73524,0,Quetta
2023-04-26 08:00:00,4,1201.63,1.56,44.55,178.81,62.94,68.11,76.21,16.21,22.4,56.0,13.2,0.3,951.2,2.9,263.0,189,Islamabad
2023-07-14 14:00:00,3,734.33,0.19,18.85,101.57,4.11,45.29,67.15,8.36,36.5,48.0,23.7,0.0,959.8,10.5,149.0,86,Peshawar
2023-08-31 09:00:00,5,654.22,0.75,9.94,234.6,29.09,81.93,166.6,6.46,32.3,59.0,23.3,0.0,982.1,5.8,187.0,447,Lahore
2023-04-12 13:00:00,3,1375.2,1.52,54.84,107.29,6.2,49.74,86.39,18.49,32.9,29.0,12.5,0.0,970.5,8.3,180.0,177,Peshawar
2023-03-06 14:00:00,5,5073.55,88.51,131.61,0.01,15.5,125.18,149.45,60.8,26.7,29.0,7.2,0.0,955.9,11.2,285.0,764,Islamabad
2022-04-26 11:00:00,2,185.25,0.24,0.99,107.29,0.57,7.32,16.6,0.69,29.8645,4.8941298,-14.1355,0.0,840.5482,9.028754,355.42615,717,Quetta
2022-12-12 15:00:00,5,2830.51,0.16,91.85,21.1,36.24,129.95,178.01,37.49,29.6,28.0,9.1,0.0,1012.1,3.5,31.0,547,Karachi
2022-07-12 15:00:00,3,383.85,0.01,7.88,75.1,1.22,11.98,41.41,1.92,26.4145,67.50522,19.9145,0.0,833.82635,15.0038395,149.74365,10,Quetta
2022-04-18 09:00:00,4,587.46,0.24,14.22,214.58,35.29,49.64,62.16,8.87,33.1,28.0,12.3,0.0,982.3,6.6,135.0,499,Lahore
2023-01-28 04:00:00,5,2269.74,9.28,74.03,12.34,8.7,106.52,125.88,21.28,6.6,74.0,2.3,0.0,954.7,4.4,305.0,0,Islamabad
2021-10-10 08:00:00,5,520.71,0.5,5.23,177.38,23.84,89.3,144.85,6.08,27.5,72.0,21.9,0.0,981.6,11.7,124.0,200,Lahore
2023-08-04 14:00:00,4,5126.95,53.64,174.11,3.0,35.76,72.27,92.35,16.21,34.4,61.0,25.8,0.1,943.2,9.6,167.0,673,Islamabad
2023-04-22 00:00:00,3,1068.12,0.0,25.36,38.62,3.64,39.23,47.38,22.55,18.7,51.0,8.3,0.0,948.5,4.7,32.0,0,Islamabad
2021-08-26 04:00:00,5,574.11,4.25,18.34,87.98,6.32,72.14,345.31,5.07,24.4645,13.741065,-5.0355,0.0,833.83435,2.5455842,278.13,453,Quetta
2023-08-23 01:00:00,5,647.54,0.0,10.97,62.94,4.41,75.09,120.57,15.83,29.5,80.0,25.7,0.0,958.4,3.6,96.0,3,Peshawar
2023-08-24 21:00:00,3,767.71,0.0,10.37,80.11,4.65,31.92,36.71,4.69,26.2,87.0,23.9,0.1,958.7,6.1,28.0,0,Peshawar
2024-01-06 11:00:00,2,303.75,0.37,2.12,94.41,0.88,14.63,20.69,1.04,12.7645,48.658947,2.2145,0.0,839.0205,8.905908,165.96373,341,Quetta
2024-02-18 07:00:00,4,881.2,0.2,22.28,110.15,10.49,72.97,79.02,8.23,13.3,70.0,8.0,0.0,951.6,3.8,17.0,0,Islamabad
2023-04-07 03:00:00,4,1495.36,8.27,36.33,49.35,14.19,70.76,92.38,30.65,16.3,65.0,9.7,0.0,987.9,11.0,322.0,0,Lahore
2022-09-01 09:00:00,5,774.38,0.73,10.88,254.63,34.33,90.08,113.65,8.61,32.1,57.0,22.6,0.0,980.6,6.8,252.0,453,Lahore
2024-05-15 07:00:00,5,640.87,0.47,5.36,208.85,5.25,37.53,56.96,12.54,35.2,28.0,14.0,0.0,970.9,6.1,62.0,928,Peshawar
2024-04-22 13:00:00,3,1468.66,2.6,70.6,92.98,9.3,33.46,45.18,26.6,29.7,35.0,12.6,0.0,967.7,2.3,39.0,190,Peshawar
2023-02-02 08:00:00,5,10147.09,50.96,290.63,131.61,70.57,660.95,848.62,101.33,13.1,59.0,5.3,0.0,1017.2,1.41,352.0,38,Karachi
2023-06-21 18:00:00,5,1789.09,0.0,58.95,47.21,7.33,94.03,123.2,21.79,34.8,46.0,21.5,0.0,958.3,5.4,290.0,0,Peshawar
2024-06-25 17:00:00,5,4058.84,21.68,142.57,0.01,23.84,101.48,133.03,30.15,40.5,25.0,16.5,0.0,969.2,8.4,329.0,302,Lahore
2022-10-12 17:00:00,5,494.0,0.0,18.85,60.8,5.72,45.36,121.42,5.13,32.4,22.0,7.9,0.0,1008.4,4.85,256.0,281,Karachi
2022-12-14 23:00:00,5,4592.9,14.31,100.08,0.12,16.93,150.01,209.39,62.32,6.5,58.0,-1.2,0.0,974.7,4.8,222.0,0,Peshawar
2024-04-06 13:00:00,3,1495.36,1.7,65.12,86.55,14.78,35.0,50.49,17.99,31.1,22.0,7.1,0.0,984.2,13.2,315.0,883,Lahore
2023-05-27 01:00:00,3,687.6,0.07,14.05,59.37,7.39,35.25,41.62,16.09,22.9,70.0,17.1,0.0,979.6,16.6,95.0,0,Lahore
